Year,District Name,District_Code.x,In_District_Expenditures,Total_In_District_FTEs,In_District_Expenditures_Per_Pupil,Total_Expenditures,Total_Pupil_FTEs,Total_Expenditures_Per_Pupil,District_Code.y,Cohort_Size,Percent_Graduated,Percent_Still_in_School,Percent_Non_Grad_Completers,Percent_HS_Equiv,Percent_Dropped_Out,Percent_Excluded,Percent_American_Indian,Percent_Asian,Percent_Black,Percent_Hispanic,Percent_Multi_Race,Percent_Pacific_Islander,Percent_White,Percent_Female,Percent_Male,SAT_Tests_Taken,SAT_Reading_Writing_Mean_Score,SAT_Math_Mean_Score,Student_Teacher_Ratio,Low_Income_Percent
2017,erving,00910000,"$4,075,597.00",138.9,"$29,341.95","$5,727,713.00",244.0,"$23,474.23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,erving,00910000,"$4,191,791.00",144.3,"$29,049.14","$5,817,928.37",249.5,"$23,318.35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,erving,00910000,"$4,343,292.00",131.6,"$33,003.74","$5,909,542.00",225.3,"$26,229.66",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,erving,00910000,"$4,491,959.43",133.2,"$33,723.42","$6,051,767.43",229.7,"$26,346.40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,erving,00910000,"$4,710,579.81",117.3,"$40,158.40","$6,197,936.64",213.9,"$28,975.86",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,erving,00910000,"$4,537,994.00",134.2,"$33,815.16","$5,994,004.00",220.2,"$27,220.73",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,erving,00910000,"$4,083,753.00",126.8,"$32,206.25","$5,882,735.82",215.0,"$27,361.56",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,everett,00930000,"$57,985,387.48","5,570.7","$10,408.99","$68,500,450.48","6,046.7","$11,328.57",930000,332,79.2,3,1.5,1.5,13.6,1.2,0.1,5.9,9.9,15.4,NA,NA,68.7,49.8,50.2,207,438,459,12.7,71.5
2009,everett,00930000,"$64,538,341.00","5,609.6","$11,505.00","$75,471,216.00","6,134.3","$12,303.17",930000,385,78.7,6.5,0.8,1,12.2,0.8,0.2,5.7,10.9,17.5,NA,NA,65.6,48.5,51.5,208,432.5,445,12.7,71.5
2010,everett,00930000,"$67,913,494.00","5,965.8","$11,383.80","$80,643,965.00","6,511.4","$12,385.04",930000,425,81.6,4.5,2.6,3.1,7.5,0.7,0.2,5.7,12.1,20.2,0.2,0,61.6,48.2,51.8,258,438.5,454,12.7,71.5
2011,everett,00930000,"$67,256,287.00","6,105.4","$11,015.87","$80,589,165.00","6,689.2","$12,047.65",930000,320,81.3,4.7,1.9,2.2,9.7,0.3,0.1,5.7,13.6,21.8,0.2,0.1,58.5,48.1,51.9,236,425,432,12.7,71.5
2012,everett,00930000,"$70,813,441.00","6,395.1","$11,073.08","$85,715,442.00","6,991.1","$12,260.65",930000,353,81,5.4,0.3,2.3,11,0,0.5,5.3,15.3,24,0.4,0.1,54.4,48,52,254,427,443,12.7,71.5
2013,everett,00930000,"$75,808,931.48","6,648.5","$11,402.41","$90,972,057.48","7,286.9","$12,484.33",930000,395,83.8,5.3,0.5,3.3,7.1,0,0.6,5.4,15.8,25.9,0.6,0.1,51.6,48.1,51.9,290,425.5,438,12.7,71.5
2014,everett,00930000,"$83,504,225.00","6,847.4","$12,195.03","$98,198,013.00","7,486.4","$13,116.85",930000,374,82.1,7.2,2.1,1.3,7.2,0,0.6,5.1,16.6,29.3,0.9,0.1,47.4,48.1,51.9,293,0,427,12.7,71.5
2015,everett,00930000,"$87,921,740.00","7,030.5","$12,505.76","$102,060,185.00","7,697.7","$13,258.53",930000,426,83.6,4,2.8,0.9,8.7,0,0.6,5.1,18.2,32.5,1,0.1,42.6,48.1,51.9,333,0,429,12.7,71.5
2016,everett,00930000,"$93,812,255.00","7,083.3","$13,244.15","$108,340,487.00","7,763.8","$13,954.57",930000,401,82.8,5.2,3.7,0.5,7.7,0,0.6,5,18.1,34.7,1.6,0.1,39.8,48,52,263,0,439,12.7,71.5
2017,everett,00930000,"$103,379,166.00","7,152.0","$14,454.58","$120,327,139.00","7,991.3","$15,057.27",930000,441,83.9,5,2.7,0.9,7.5,0,0.6,5.1,18.7,37,1.8,0.1,36.7,47.6,52.4,454,494,493,12.7,71.5
2018,everett,00930000,"$99,385,161.00","7,111.1","$13,976.06","$117,385,768.88","8,052.4","$14,577.74",930000,425,84,4.2,4.5,0.5,6.8,0,0.5,5.2,18.8,39,2,0,34.3,47.9,52.1,479,485,485,12.7,71.5
2019,everett,00930000,"$98,837,678.00","7,144.5","$13,834.09","$117,989,739.00","8,031.4","$14,691.05",930000,426,83.6,5.6,2.3,0.2,8.2,0,0.5,4.9,17.7,42.1,2,0.1,32.7,48.6,51.4,420,494,491,12.7,71.5
2020,everett,00930000,"$104,873,528.00","7,143.3","$14,681.38","$123,763,644.00","7,932.1","$15,602.88",930000,377,82.8,5.3,4,0,8,0,0.5,4.9,18,43.9,1.9,0.1,30.8,48.4,51.6,194,506,493,12.7,71.5
2021,everett,00930000,"$112,588,271.40","6,999.5","$16,085.19","$132,626,420.46","7,781.2","$17,044.47",930000,343,91.5,2.9,0,0,5.5,0,0.4,4.9,17.4,48,1.8,0.1,27.4,48.7,51.3,52,510,495,12.7,71.5
2022,everett,00930000,"$130,899,153.70","7,237.2","$18,086.99","$150,834,789.40","8,056.9","$18,721.19",930000,405,88.6,3.7,0,0,7.7,0,0.4,4.9,16.5,52.1,1.7,0.1,24.4,48.7,51.3,281,495,474,12.7,71.5
2023,everett,00930000,"$134,645,168.00","7,365.0","$18,281.76","$157,579,540.70","8,216.3","$19,178.89",930000,390,84.4,4.1,1.5,0,10,0,0.4,5.1,16.4,54.4,1.7,0.1,22,48.9,51.1,270,493,477,12.7,71.5
2008,fairhaven,00940000,"$20,723,255.40","2,080.4","$9,961.19","$23,228,307.75","2,103.3","$11,043.74",940000,149,85.9,2.7,0,2,9.4,0,0.3,0.4,1.8,0.5,NA,NA,97.1,49.2,50.8,106,506.5,525,12.8,37.6
2009,fairhaven,00940000,"$21,067,594.44","2,018.9","$10,435.34","$23,383,392.55","2,064.4","$11,327.13",940000,149,85.9,3.4,0,0,10.1,0.7,0.2,0.4,1.4,0.7,NA,NA,97.3,49.1,50.9,84,509,512,12.8,37.6
2010,fairhaven,00940000,"$21,009,725.24","1,986.6","$10,575.72","$22,915,041.79","2,032.5","$11,274.31",940000,158,75.9,7,0.6,1.3,15.2,0,0.4,0.6,1.6,0.8,0,0,96.7,49.3,50.7,75,490.5,506,12.8,37.6
2011,fairhaven,00940000,"$21,451,445.46","2,021.5","$10,611.65","$23,434,170.97","2,061.7","$11,366.43",940000,127,84.3,4.7,0,0,11,0,0.5,0.9,1.1,2.5,1.5,0.2,93.3,49.3,50.7,86,492.5,512,12.8,37.6
2012,fairhaven,00940000,"$22,200,632.45","1,966.3","$11,290.56","$24,375,266.95","2,015.2","$12,095.71",940000,124,84.7,6.5,0,2.4,4.8,1.6,0.4,1.1,1.4,2.4,1.4,0.2,93.2,49.3,50.7,89,478,496,12.8,37.6
2013,fairhaven,00940000,"$21,884,399.90","1,996.6","$10,960.83","$24,162,559.08","2,051.8","$11,776.27",940000,149,92.6,2,0,0,5.4,0,0.3,1.1,3.9,2.4,1.6,0.1,90.5,49.2,50.8,114,501.5,503,12.8,37.6
2014,fairhaven,00940000,"$24,101,870.03","1,974.1","$12,209.04","$26,735,861.25","2,031.9","$13,158.06",940000,121,87.6,2.5,0,0.8,9.1,0,0.4,1.2,3.3,2.6,1.5,0.2,90.9,48.3,51.7,82,0,525,12.8,37.6
2015,fairhaven,00940000,"$22,544,466.00","2,010.2","$11,215.04","$24,755,993.00","2,055.1","$12,046.13",940000,160,93.8,1.9,0,0.6,3.8,0,0.5,1.3,1,2.4,1.3,0.1,93.4,48.6,51.4,125,0,524,12.8,37.6
2016,fairhaven,00940000,"$23,331,611.00","2,023.8","$11,528.62","$25,338,743.00","2,071.3","$12,233.26",940000,160,93.8,1.9,0.6,0.6,3.1,0,0.4,1.6,0.9,2.5,1.6,0.1,93,48.4,51.6,125,0,514,12.8,37.6
2017,fairhaven,00940000,"$23,706,044.00","2,036.3","$11,641.72","$25,723,185.00","2,081.4","$12,358.60",940000,139,89.2,5,1.4,0,4.3,0,0.4,1.9,0.7,3.2,1.8,0,92,48.2,51.8,155,549,547,12.8,37.6
2018,fairhaven,00940000,"$24,455,359.60","2,053.6","$11,908.53","$26,504,962.11","2,104.5","$12,594.42",940000,129,94.6,2.3,0,0,3.1,0,0.3,2.2,1,4.6,1.9,0,90,47.8,52.2,153,553,569,12.8,37.6
2019,fairhaven,00940000,"$25,331,875.33","2,030.9","$12,473.23","$27,574,133.41","2,089.7","$13,195.26",940000,126,92.1,1.6,0,0,6.3,0,0.3,2.1,0.9,5,2.4,0,89.4,48.4,51.6,143,553,572,12.8,37.6
2020,fairhaven,00940000,"$25,683,043.64","2,040.0","$12,589.73","$28,019,320.08","2,103.5","$13,320.33",940000,148,95.3,2.7,0,0,2,0,0.2,2.1,1.4,5.2,3,0,88.1,48.9,51.1,82,540,562,12.8,37.6
2021,fairhaven,00940000,"$27,815,244.39","1,900.8","$14,633.44","$30,134,077.96","1,971.2","$15,287.17",940000,178,93.3,1.1,0,0,5.6,0,0.3,2,1.2,5.5,3.4,0,87.6,49.6,50.4,53,575,591,12.8,37.6
2022,fairhaven,00940000,"$29,109,354.25","1,856.5","$15,679.70","$31,477,734.02","1,929.4","$16,314.78",940000,142,92.3,2.8,0,0,4.9,0,0.5,1.8,1.5,5.8,3.6,0,86.7,50,50,116,542,555,12.8,37.6
2023,fairhaven,00940000,"$29,462,337.88","1,830.5","$16,095.24","$31,951,620.36","1,903.2","$16,788.37",940000,154,93.5,1.9,0,0,4.5,0,0.6,1.8,2.2,5.5,3.5,0,86.3,50.2,49.8,117,546,542,12.8,37.6
2008,fall river,00950000,"$118,771,639.00","9,957.6","$11,927.74","$130,650,439.00","10,779.1","$12,120.72",950000,679,59.1,4.7,2.4,3.7,29.9,0.3,0.5,4.9,8.3,9.6,NA,NA,76.7,48.7,51.3,212,468,465,12.3,78.5
2009,fall river,00950000,"$124,110,484.00","9,914.4","$12,518.22","$137,170,788.00","10,725.4","$12,789.35",950000,651,65.1,3.5,2,5.4,23.8,0.2,0.6,4.7,8.7,10.6,NA,NA,75.4,48.5,51.5,229,450,457,12.3,78.5
2010,fall river,00950000,"$126,574,787.00","9,785.9","$12,934.40","$141,181,460.00","10,627.6","$13,284.42",950000,559,69.1,7.5,3.4,2.5,17.2,0.4,0.5,4.7,8.2,12.4,1.4,0,72.8,48.4,51.6,176,451.5,479,12.3,78.5
2011,fall river,00950000,"$128,918,560.00","9,852.9","$13,084.33","$145,177,266.00","10,714.0","$13,550.24",950000,495,76.6,5.3,3,2,13.1,0,0.5,5,8.3,13.5,1.8,0.1,70.9,48.2,51.8,215,443,461,12.3,78.5
2012,fall river,00950000,"$133,227,661.00","9,938.7","$13,404.94","$149,711,201.00","10,813.8","$13,844.46",950000,565,71.9,7.8,3.4,1.4,15.4,0.2,0.4,4.7,7.9,14.4,2.1,0.1,70.4,48.4,51.6,229,448.5,467,12.3,78.5
2013,fall river,00950000,"$132,798,435.00","10,107.1","$13,139.12","$149,963,495.60","11,027.5","$13,599.05",950000,613,75.5,7,3.6,1.6,12.2,0,0.4,4.4,7.6,15.4,2.6,0,69.5,48.2,51.8,288,441,463,12.3,78.5
2014,fall river,00950000,"$134,530,461.00","10,269.7","$13,099.75","$152,190,789.00","11,245.0","$13,534.09",950000,496,70.4,7.9,4.6,2,15.1,0,0.3,4.5,7,16.7,3.1,0.1,68.3,48.2,51.8,200,0,457,12.3,78.5
2015,fall river,00950000,"$139,277,671.00","10,164.4","$13,702.50","$160,329,690.00","11,390.1","$14,076.23",950000,540,73.5,6.3,3,2.4,14.8,0,0.3,4.6,6.8,17.5,3.3,0.1,67.4,48.2,51.8,224,0,463,12.3,78.5
2016,fall river,00950000,"$145,859,040.00","10,116.8","$14,417.51","$169,647,442.00","11,592.7","$14,633.99",950000,543,73.5,4.2,4.1,1.8,16.4,0,0.3,4.5,6.8,19,4,0.1,65.3,48.3,51.7,224,0,475,12.3,78.5
2017,fall river,00950000,"$145,089,603.00","10,204.8","$14,217.78","$172,354,339.00","11,883.6","$14,503.55",950000,275,74.7,3.5,5.3,3.6,12.9,0,0.3,4.5,7,19.9,4.8,0.1,63.3,48.2,51.8,293,539,530,12.3,78.5
2018,fall river,00950000,"$148,831,642.00","10,174.2","$14,628.34","$179,686,431.21","12,051.3","$14,910.13",950000,544,71.5,5.9,6.1,1.8,14.7,0,0.3,4.4,7.2,21.1,5.6,0.1,61.3,48.6,51.4,478,488,486,12.3,78.5
2019,fall river,00950000,"$154,122,982.00","10,234.6","$15,059.01","$186,558,142.00","12,256.2","$15,221.53",950000,464,75.2,4.3,6.5,0.9,13.1,0,0.2,4.5,7.2,22.1,6.3,0.1,59.7,48.8,51.2,475,471,462,12.3,78.5
2020,fall river,00950000,"$163,339,073.50","10,371.6","$15,748.69","$198,022,592.04","12,440.8","$15,917.19",950000,469,74.4,4.9,6.8,1.7,12.2,0,0.2,4.3,7.4,23.5,6.6,0.1,57.9,48.3,51.7,69,543,526,12.3,78.5
2021,fall river,00950000,"$171,466,464.00","10,182.6","$16,839.16","$207,446,303.00","12,271.3","$16,905.00",950000,489,80,4.7,0.8,0.4,14.1,0,0.2,4.2,7.5,24.9,7.4,0.1,55.6,48.2,51.8,154,518,510,12.3,78.5
2022,fall river,00950000,"$194,340,234.00","10,565.0","$18,394.72","$230,261,525.50","12,638.1","$18,219.63",950000,464,81,4.7,0.4,1.3,12.5,0,0.2,4.1,7.8,26,8.2,0.1,53.5,48.5,51.5,164,509,499,12.3,78.5
2023,fall river,00950000,"$225,485,874.00","10,566.1","$21,340.50","$264,229,228.80","12,605.4","$20,961.59",950000,507,74.6,4.3,3.2,0.2,17.8,0,0.2,3.9,8.4,27.5,8.7,0.1,51.3,48.7,51.3,243,492,477,12.3,78.5
2008,falmouth,00960000,"$48,724,162.00","3,880.5","$12,556.16","$52,309,874.00","3,997.3","$13,086.30",960000,291,87.3,1.7,0,1.7,9.3,0,1.4,1,3.4,2.3,NA,NA,91.9,49.3,50.7,218,519,534,10.1,39.5
2009,falmouth,00960000,"$50,135,910.00","3,780.6","$13,261.26","$54,157,652.00","3,907.3","$13,860.53",960000,272,84.6,4.4,0,4.4,6.6,0,1.2,0.9,3.7,2.5,NA,NA,91.8,49.7,50.3,168,510,532,10.1,39.5
2010,falmouth,00960000,"$50,281,616.00","3,748.6","$13,413.44","$54,662,291.00","3,893.4","$14,039.73",960000,266,86.1,3.8,0,4.5,5.6,0,1.2,1.4,3.5,3.3,2,0,88.6,49.8,50.2,167,516,541,10.1,39.5
2011,falmouth,00960000,"$49,873,444.00","3,703.0","$13,468.39","$54,653,763.00","3,844.4","$14,216.46",960000,222,87.8,2.7,0,1.8,7.7,0,1.1,1.6,3.7,2.9,2.4,0,88.3,49.9,50.1,168,517.5,540,10.1,39.5
2012,falmouth,00960000,"$50,012,683.00","3,528.8","$14,172.72","$55,276,956.32","3,700.2","$14,938.91",960000,181,92.3,3.3,0,1.7,2.8,0,1.1,1.8,3.6,3,2.7,0.1,87.8,49.4,50.6,132,515.5,531,10.1,39.5
2013,falmouth,00960000,"$51,363,635.36","3,530.9","$14,546.90","$56,585,125.36","3,707.3","$15,263.16",960000,211,90,3.8,0,2.8,3.3,0,1.3,1.9,3.7,3.1,3.3,0,86.7,48.6,51.4,146,531.5,532,10.1,39.5
2014,falmouth,00960000,"$51,656,234.00","3,521.9","$14,667.15","$57,657,135.67","3,693.5","$15,610.43",960000,176,88.6,5.1,0,1.7,4.5,0,1.1,2.2,3.6,3.1,3.5,0,86.5,48.6,51.4,136,0,515,10.1,39.5
2015,falmouth,00960000,"$53,051,341.00","3,529.1","$15,032.54","$58,760,226.00","3,717.9","$15,804.68",960000,204,89.2,4.9,0,2.5,3.4,0,1.1,2.6,3.9,3.2,3.6,0.1,85.5,48.2,51.8,154,0,524,10.1,39.5
2016,falmouth,00960000,"$55,214,262.00","3,518.9","$15,690.77","$60,597,766.00","3,678.5","$16,473.50",960000,177,89.8,2.3,0,4.5,3.4,0,1.2,2.6,4.5,3.2,4.1,0.1,84.3,47.7,52.3,149,0,540,10.1,39.5
2017,falmouth,00960000,"$57,902,046.00","3,458.9","$16,740.02","$62,534,523.00","3,621.0","$17,269.96",960000,206,93.7,1.5,1,1.5,2.4,0,1.3,2.6,4.3,3.3,4.4,0.1,83.9,48,52,255,566,563,10.1,39.5
2018,falmouth,00960000,"$61,475,261.48","3,370.0","$18,241.92","$66,213,578.23","3,554.1","$18,630.20",960000,193,85.5,3.6,1.6,4.1,5.2,0,1.2,2.6,4.2,3.5,4.8,0.1,83.6,48.2,51.8,214,573,568,10.1,39.5
2019,falmouth,00960000,"$61,882,873.36","3,342.4","$18,514.50","$66,955,651.36","3,548.7","$18,867.66",960000,194,88.7,3.1,0,4.1,3.6,0.5,1.2,2.5,4.4,4.3,5.2,0.1,82.3,48.6,51.4,232,567,555,10.1,39.5
2020,falmouth,00960000,"$61,745,747.44","3,246.2","$19,020.93","$67,903,584.44","3,475.1","$19,540.04",960000,186,93,2.7,0,2.2,2.2,0,1.2,2.6,4.5,4.3,5.5,0.1,81.9,48.9,51.1,116,565,554,10.1,39.5
2021,falmouth,00960000,"$68,041,618.24","3,004.4","$22,647.32","$73,902,546.24","3,231.7","$22,868.01",960000,187,88.2,1.1,0,1.6,9.1,0,1.2,2.5,4.9,4.9,5.8,0.1,80.7,48.6,51.4,110,583,570,10.1,39.5
2022,falmouth,00960000,"$70,022,534.19","3,061.2","$22,874.21","$76,169,725.19","3,300.3","$23,079.64",960000,186,89.2,2.2,0,1.1,7.5,0,1.2,2.2,4.9,5.6,6.2,0.1,79.9,48.8,51.1,127,592,573,10.1,39.5
2023,falmouth,00960000,"$72,419,665.86","2,977.6","$24,321.49","$78,776,647.46","3,225.0","$24,426.87",960000,191,91.1,1.6,0,1.6,5.8,0,1.2,2.2,4.8,6.2,6,0.1,79.5,49.7,50.2,145,577,558,10.1,39.5
2008,farmington river reg,06620000,"$3,310,596.00",143.5,"$23,070.36","$4,616,874.00",289.4,"$15,953.26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,farmington river reg,06620000,"$3,014,077.00",149.5,"$20,166.45","$4,153,981.00",300.7,"$13,816.21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,farmington river reg,06620000,"$2,821,658.00",148.5,"$19,001.06","$3,955,831.00",300.8,"$13,151.03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,farmington river reg,06620000,"$2,933,498.00",149.4,"$19,635.19","$4,231,563.00",300.5,"$14,081.74",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,farmington river reg,06620000,"$3,099,067.00",151.1,"$20,510.04","$4,339,038.00",266.5,"$16,281.57",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,farmington river reg,06620000,"$3,343,204.00",145.2,"$23,024.82","$4,592,025.00",296.4,"$15,492.66",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,farmington river reg,06620000,"$3,452,837.00",129.4,"$26,683.44","$4,696,431.00",284.0,"$16,536.73",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,farmington river reg,06620000,"$3,457,234.00",124.6,"$27,746.66","$4,882,196.00",285.6,"$17,094.52",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,farmington river reg,06620000,"$3,555,550.00",117.0,"$30,389.32","$5,007,571.00",270.1,"$18,539.69",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,farmington river reg,06620000,"$3,466,066.00",119.0,"$29,126.61","$4,963,796.00",273.7,"$18,135.90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,farmington river reg,06620000,"$3,369,338.63",125.5,"$26,847.32","$4,854,924.54",268.4,"$18,088.39",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,farmington river reg,06620000,"$3,350,045.40",117.6,"$28,486.78","$4,740,607.20",259.0,"$18,303.50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,farmington river reg,06620000,"$3,334,862.16",114.0,"$29,253.18","$4,601,153.05",255.2,"$18,029.60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,farmington river reg,06620000,"$3,525,009.36",113.5,"$31,057.35","$4,658,721.36",242.2,"$19,235.02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,farmington river reg,06620000,"$4,082,359.00",116.0,"$35,192.75","$5,230,654.00",252.6,"$20,707.26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,farmington river reg,06620000,"$4,381,998.38",122.8,"$35,684.03","$5,455,197.61",243.7,"$22,384.89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,fitchburg,00970000,"$60,019,612.87","5,240.5","$11,453.03","$68,015,778.87","5,773.0","$11,781.70",970000,287,78.4,4.5,0.7,0.7,15.7,0,0.4,9.5,6.6,32.5,NA,NA,51,49.8,50.2,152,470,472,11.4,72.6
2009,fitchburg,00970000,"$62,664,539.88","5,058.3","$12,388.46","$70,683,636.88","5,622.0","$12,572.69",970000,319,77.7,6,0.6,1.9,13.5,0.3,0.4,8.7,6.6,34.6,NA,NA,49.7,49.6,50.4,145,452,472,11.4,72.6
2010,fitchburg,00970000,"$60,664,188.23","4,879.3","$12,432.97","$70,271,800.95","5,513.0","$12,746.56",970000,298,80.2,6,0,2.7,10.4,0.7,0.2,7.7,6.2,36.5,1.2,0.1,48,49.6,50.4,164,458,471,11.4,72.6
2011,fitchburg,00970000,"$58,938,617.73","4,865.1","$12,114.57","$69,967,337.70","5,579.4","$12,540.30",970000,288,79.2,6.3,2.1,2.1,10.1,0.3,0.2,7,6.8,37.6,1.3,0.1,47,49,51,142,438,451,11.4,72.6
2012,fitchburg,00970000,"$60,353,610.62","4,880.7","$12,365.77","$71,113,539.65","5,608.1","$12,680.50",970000,254,81.9,5.5,0.8,2,9.4,0.4,0.2,6.7,7,37.8,1.6,0.1,46.7,50,50,153,455,462,11.4,72.6
2013,fitchburg,00970000,"$64,665,834.44","4,864.8","$13,292.60","$76,232,582.68","5,618.3","$13,568.62",970000,262,78.6,4.6,0.8,2.7,13.4,0,0.1,6.1,6.6,39.4,2.3,0.1,45.3,49.6,50.4,158,425,441,11.4,72.6
2014,fitchburg,00970000,"$65,841,185.54","4,920.2","$13,381.81","$77,167,786.04","5,639.6","$13,683.20",970000,242,74.8,9.1,1.2,2.5,12,0.4,0.1,5.4,6.7,40.4,3.5,0.1,43.8,49.6,50.4,139,0,446,11.4,72.6
2015,fitchburg,00970000,"$64,710,795.00","4,937.4","$13,106.25","$78,001,260.00","5,659.1","$13,783.33",970000,223,80.7,9.4,2.7,1.3,5.8,0,0.1,5.7,6.8,42.2,4.5,0,40.7,49.2,50.8,228,0,415,11.4,72.6
2016,fitchburg,00970000,"$66,710,195.00","5,070.2","$13,157.31","$80,285,117.00","5,811.7","$13,814.39",970000,277,79.4,8.7,2.9,0.7,7.9,0.4,0.1,5.3,6.3,43.5,5,0,39.8,49.3,50.7,247,0,414,11.4,72.6
2017,fitchburg,00970000,"$70,473,110.00","5,221.7","$13,496.20","$85,187,889.00","5,989.1","$14,223.82",970000,244,82.8,7,2.5,1.2,6.6,0,0.1,5.5,5.8,44.6,5.7,0.1,38.2,49.6,50.4,328,482,480,11.4,72.6
2018,fitchburg,00970000,"$71,497,578.34","5,300.8","$13,488.07","$87,566,076.33","6,051.2","$14,470.86",970000,258,83.7,8.1,1.9,0.4,5.8,0,0.1,5.6,5.5,45.8,6.3,0.1,36.7,49.8,50.2,345,482,471,11.4,72.6
2019,fitchburg,00970000,"$75,118,416.97","5,292.8","$14,192.57","$90,664,939.21","6,029.3","$15,037.39",970000,262,85.5,7.3,2.3,0.4,4.6,0,0,5.7,5.4,46.6,7,0.1,35.2,50.1,49.9,324,481,475,11.4,72.6
2020,fitchburg,00970000,"$77,838,773.23","5,315.3","$14,644.29","$93,946,709.23","6,054.8","$15,516.07",970000,240,89.6,5.4,0.8,0.4,3.8,0,0.1,5.4,5.5,48.5,7,0.1,33.4,49.1,50.9,222,465,460,11.4,72.6
2021,fitchburg,00970000,"$78,861,999.27","5,083.9","$15,512.11","$95,252,901.84","5,829.9","$16,338.69",970000,272,88.6,9.9,0,0,1.5,0,0.1,4.9,5.9,49.3,7,0.1,32.7,48.6,51.4,105,520,502,11.4,72.6
2022,fitchburg,00970000,"$87,271,737.53","5,207.8","$16,757.89","$104,361,535.90","5,962.3","$17,503.57",970000,243,90.1,4.1,0,0.8,4.9,0,0,4.9,5.9,50.5,7.1,0.1,31.4,48.7,51.3,239,467,454,11.4,72.6
2023,fitchburg,00970000,"$97,352,131.52","5,135.7","$18,955.96","$115,226,717.00","5,904.3","$19,515.73",970000,302,91.1,5.6,0.3,0,3,0,0,4.8,6.5,51.8,7.3,0.1,29.6,48.2,51.8,270,459,444,11.4,72.6
2008,florida,00980000,"$1,272,456.00",106.6,"$11,936.74","$1,518,535.00",129.3,"$11,744.28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,florida,00980000,"$1,280,221.00",112.8,"$11,349.48","$1,543,668.00",134.4,"$11,485.63",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,florida,00980000,"$1,337,243.00",110.8,"$12,068.98","$1,572,305.00",128.8,"$12,207.34",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
